26x27
o,0,0
o,0,1
o,0,2
o,0,3
o,0,4
X,0,7
o,0,10
o,0,11
o,0,12
o,0,13
o,0,14
o,0,15
o,0,17
o,0,18
o,0,19
o,0,20
o,0,21
o,0,22
o,0,24
o,0,25
o,0,26
o,1,0
o,1,1
o,1,2
o,1,3
o,1,4
X,1,6
o,1,9
o,1,10
o,1,12
o,1,13
o,1,14
o,1,15
o,1,16
o,1,17
o,1,19
o,1,20
o,1,21
o,1,22
o,1,23
o,1,25
o,1,26
o,2,0
o,2,1
o,2,2
o,2,3
o,2,4
o,2,8
o,2,9
o,2,10
o,2,11
o,2,12
o,2,13
o,2,14
o,2,15
o,2,16
o,2,18
o,2,19
o,2,20
o,2,21
o,2,22
o,2,23
o,2,24
o,2,25
o,2,26
o,3,0
o,3,1
o,3,2
o,3,3
o,3,4
o,3,5
o,3,6
o,3,7
o,3,8
o,3,9
o,3,10
o,3,11
o,3,12
o,3,14
o,3,15
o,3,16
o,3,17
o,3,18
o,3,19
o,3,20
o,3,21
o,3,22
o,3,23
o,3,24
o,3,25
o,3,26
o,4,1
o,4,2
o,4,3
o,4,4
o,4,5
o,4,6
o,4,7
o,4,8
o,4,9
o,4,10
o,4,11
o,4,12
o,4,13
o,4,14
o,4,15
o,4,16
o,4,18
o,4,19
o,4,20
o,4,21
o,4,22
o,4,23
o,5,0
o,5,1
o,5,3
o,5,4
o,5,5
o,5,6
o,5,7
o,5,8
o,5,9
o,5,10
o,5,11
o,5,12
o,5,13
o,5,14
o,5,15
o,5,16
o,5,17
o,5,19
o,5,20
o,5,21
o,5,22
o,5,23
X,5,25
o,6,0
o,6,1
o,6,2
o,6,3
o,6,4
o,6,5
o,6,6
o,6,7
o,6,8
o,6,9
o,6,10
o,6,11
o,6,12
o,6,13
o,6,14
o,6,15
o,6,17
o,6,18
o,6,19
o,6,20
o,6,21
o,6,22
o,6,23
X,6,26
o,7,0
o,7,2
o,7,3
o,7,4
o,7,5
o,7,6
o,7,7
o,7,8
o,7,9
o,7,10
o,7,11
o,7,12
o,7,13
o,7,14
o,7,15
o,7,16
o,7,18
o,7,19
o,7,20
o,7,23
o,7,24
o,8,0
o,8,1
o,8,2
o,8,3
o,8,4
o,8,5
o,8,6
o,8,7
o,8,8
o,8,9
o,8,10
o,8,11
o,8,12
o,8,13
o,8,14
o,8,15
o,8,16
o,8,17
o,8,18
o,8,19
o,8,20
o,8,22
o,8,24
o,8,25
o,8,26
o,9,0
o,9,1
o,9,2
o,9,3
o,9,4
o,9,5
o,9,6
o,9,7
o,9,8
o,9,9
o,9,10
o,9,11
o,9,12
o,9,15
o,9,16
o,9,17
o,9,18
o,9,19
o,9,20
o,9,21
o,9,22
o,9,23
o,9,24
o,9,25
o,9,26
o,10,0
o,10,1
o,10,2
o,10,3
o,10,4
o,10,5
o,10,8
7,10,9
o,10,10
o,10,11
o,10,12
o,10,13
o,10,15
o,10,16
o,10,17
o,10,18
o,10,19
o,10,20
o,10,21
o,10,22
o,10,23
o,10,24
o,10,25
o,10,26
o,11,0
o,11,1
o,11,2
o,11,3
o,11,4
o,11,5
o,11,6
o,11,7
o,11,8
o,11,9
o,11,10
o,11,12
7,11,13
o,11,14
o,11,15
o,11,16
o,11,17
o,11,18
o,11,19
o,11,20
o,11,21
o,11,22
o,11,23
o,11,24
o,11,25
o,11,26
o,12,0
o,12,1
o,12,2
o,12,3
o,12,4
o,12,5
o,12,6
o,12,7
o,12,8
o,12,9
o,12,11
o,12,12
o,12,13
o,12,14
o,12,15
o,12,16
o,12,17
7,12,18
o,12,19
o,12,20
o,12,21
